indent,operation,dom,dom id,relation,cod id,cod,unchanged,changed_props,reason,rank
______,B ONLY,,,,8546537,G.Asioplesiadapis_youngi,,,,species
____,B ONLY,,,,9279678,G.?_insignis,,,,unranked
____,B ONLY,,,,9589466,G.?_gidleyi,,,,unranked
____,B ONLY,,,,4827437,G.Megachiromyoides,,,,genus
______,B ONLY,,,,4974486,G.Megachiromyoides_schluteri,,,,species
____,B ONLY,,,,4827435,G.Jattadectes,,,,genus
______,B ONLY,,,,4974491,G.Jattadectes_mamikheli,,,,species
____,B ONLY,,,,4827438,G.Chiromyoides,,,,genus
______,B ONLY,,,,4974483,G.Chiromyoides_minor,,,,species
______,B ONLY,,,,4974482,G.Chiromyoides_campanicus,,,,species
______,B ONLY,,,,4974484,G.Chiromyoides_caesor,,,,species
______,B ONLY,,,,4974485,G.Chiromyoides_major,,,,species
______,B ONLY,,,,4974481,G.Chiromyoides_potior,,,,species
____,B ONLY,,,,3239539,G.Plesiadapis#3239539,,,,genus
______,B ONLY,,,,5936360,G.Plesiadapis_walbeckensis,,,,species
______,B ONLY,,,,9255733,G.Nothodectes_dubius,,,,species
______,B ONLY,,,,5936353,G.Plesiadapis_praecursor,,,,species
______,B ONLY,,,,10236024,G.Plesiadapis_berruensis,,,,species
______,B ONLY,,,,5936356,G.Plesiadapis_cookei,,,,species
______,B ONLY,,,,5936355,G.Plesiadapis_tricuspidens,,,,species
______,B ONLY,,,,5936365,G.Plesiadapis_simonsi,,,,species
______,B ONLY,,,,5936361,G.Plesiadapis_anceps,,,,species
______,B ONLY,,,,5936357,G.Plesiadapis_gingerichi,,,,species
______,B ONLY,,,,5936351,G.Plesiadapis_churchilli,,,,species
______,B ONLY,,,,9107648,G.Tetonius_rex,,,,species
______,B ONLY,,,,9138167,G.Plesiadapis_tarisi,,,,species
______,B ONLY,,,,9324106,G.Menatotherium_insigne,,,,species
______,B ONLY,,,,5936359,G.Plesiadapis_russelli,,,,species
______,B ONLY,,,,5936364,G.Plesiadapis_remensis,,,,species
______,B ONLY,,,,5936358,G.Plesiadapis_recticuspidens,,,,species
______,B ONLY,,,,5936352,G.Plesiadapis_fodinatus,,,,species
____,B ONLY,,,,4827436,G.Pandemonium,,,,genus
______,B ONLY,,,,8561081,G.Pandemonium_hibernalis,,,,species
______,B ONLY,,,,4974453,G.Pandemonium_dis,,,,species
____,B ONLY,,,,4827431,G.Nannodectes,,,,genus
______,B ONLY,,,,9074365,G.Pronothodectes_intermedius,,,,species
______,B ONLY,,,,8892688,G.Pronothodectes_simpsoni,,,,species
______,B ONLY,,,,4974509,G.Nannodectes_gazini,,,,species
______,B ONLY,,,,9351554,G.Nothodectes_gidleyi,,,,species
____,B ONLY,,,,4827433,G.Pronothodectes,,,,genus
______,B ONLY,,,,4974488,G.Pronothodectes_jepi,,,,species
______,B ONLY,,,,4974487,G.Pronothodectes_matthewi,,,,species
______,B ONLY,,,,8449284,G.Pronothodectes_gaoi,,,,species
____,B ONLY,,,,3239540,G.Platychoerops#3239540,,,,genus
______,B ONLY,,,,8578801,G.Platychoerops_russelli,,,,species
______,B ONLY,,,,5936350,G.Platychoerops_richardsonii,,,,species
______,B ONLY,,,,8923282,G.Plesiadapis_daubrei,,,,species
______,B ONLY,,,,8704004,G.Platychoerops_georgei,,,,species
______,B ONLY,,,,8501136,G.Platychoerops_antiquus,,,,species
____,B ONLY,,,,4827432,G.Saxonella,,,,genus
______,B ONLY,,,,4974480,G.Saxonella_crepaturae,,,,species
______,B ONLY,,,,4974479,G.Saxonella_naylori,,,,species
__,B ONLY (reorganization),N20.Simiiformes,314293,><,9621,G.Cebidae,,,N20.Cebinae is in the A taxon; B-sibling N20.Callitrichinae is not,family
____,SHARED,N20.Cebus,9513,=,2436635,G.Cebus,,number_of_children,cross-mrca =,genus
______,A ONLY,N20.Cebus_albifrons,9514,,,,,,,species
______,SHARED,N20.Cebus_capucinus,9516,=,2436637,G.Cebus_capucinus,,number_of_children,canonicalName,species
________,A ONLY,N20.Cebus_capucinus_imitator,1737458,,,,,,,subspecies
________,B ONLY,,,,5786138,G.Cebus_capucinus_curtus,,,,subspecies
________,B ONLY,,,,8783969,G.Cebus_capucinus_trinitatis,,,,subspecies
________,B ONLY,,,,5786130,G.Cebus_capucinus_capucinus,,,,subspecies
______,SHARED,N20.Cebus_kaapori,37294,=,4266912,G.Cebus_kaapori,tip,,scientificName,species
______,SHARED,N20.Cebus_unicolor,1985288,=,7740017,G.Cebus_unicolor,tip,,scientificName,species
______,SHARED,N20.Cebus_versicolor,1985289,=,7832196,G.Cebus_versicolor,tip,,scientificName,species
______,A ONLY,N20.unclassified_Cebus,2618788,,,,,,,
________,A ONLY,N20.Cebus_sp.,9517,,,,,,,species
________,A ONLY,N20.Cebus_sp._MAS-2011,1090916,,,,,,,species
________,A ONLY,N20.Cebus_sp._1_EG-2017,1967451,,,,,,,species
________,A ONLY,N20.Cebus_sp._2_EG-2017,1967452,,,,,,,species
______,B ONLY,,,,9873760,G.BOLD:AAI7339,,,,unranked
______,B ONLY,,,,7450444,G.Cebus_leucocephalus,,,,species
______,B ONLY,,,,8075047,G.Cebus_aequatorialis,,,,species
______,B ONLY,,,,8440297,G.Cebus_margaritae,,,,species
______,B ONLY,,,,9116311,G.Cebus_fatuellus,,,,species
________,B ONLY,,,,8944772,G.Cebus_fatuellus_fatuellus,,,,subspecies
________,B ONLY,,,,8933370,G.Cebus_fatuellus_peruanus,,,,subspecies
______,B ONLY,,,,9066426,G.Cebus_beelzebul,,,,species
______,B ONLY,,,,8832468,G.Cebus_abifrons,,,,species
________,B ONLY,,,,9225776,G.Cebus_abifrons_unicolor,,,,subspecies
________,B ONLY,,,,8737892,G.Cebus_abifrons_abifrons,,,,subspecies
______,B ONLY,,,,7981053,G.Cebus_yuracus,,,,species
______,B ONLY,,,,8028197,G.Cebus_imitator,,,,species
______,B ONLY,,,,8846417,G.Cebus_xanthosternos#8846417,,,,species
______,B ONLY (increased resolution),N20.Cebus_olivaceus_castaneus,1985287,>,2436638,G.Cebus_olivaceus,,,cross-mrca <,species
________,B ONLY,,,,7342622,G.Cebus_olivaceus_olivaceus,,,,subspecies
______,B ONLY,,,,7361386,G.Cebus_malitiosus,,,,species
______,B ONLY,,,,9085027,G.Cebus_pallidus,,,,species
______,B ONLY,,,,8275011,G.Cebus_cuscinus,,,,species
______,B ONLY,,,,8400654,G.Cebus_cesarae,,,,species
______,B ONLY,,,,8179505,G.Cebus_brunneus,,,,species
____,SHARED,N20.Sapajus,1532884,=,4827386,G.Sapajus,,,cross-mrca =,genus
______,SHARED,N20.Sapajus_xanthosternos,174599,=,7549160,G.Sapajus_xanthosternos,,number_of_children,canonicalName,species
________,B ONLY,,,,10473051,G.BOLD:ADC7036,,,,unranked
______,SHARED,N20.Sapajus_cay,649471,=,7906704,G.Sapajus_cay,tip,,canonicalName,species
______,SHARED,N20.Sapajus_nigritus,867366,=,7519053,G.Sapajus_nigritus,,number_of_children,canonicalName,species
________,A ONLY,N20.Sapajus_nigritus_robustus,867367,,,,,,,subspecies
______,SHARED,N20.Sapajus_flavius,1112861,=,7669874,G.Sapajus_flavius,tip,,canonicalName,species
______,SHARED,N20.Sapajus_libidinosus,1126382,=,7785578,G.Sapajus_libidinosus,tip,,canonicalName,species
______,A ONLY,N20.unclassified_Sapajus,2619504,,,,,,,
________,A ONLY,N20.Sapajus_sp.,1874197,,,,,,,species
________,A ONLY,N20.Sapajus_sp._9_FD-2018,2093835,,,,,,,species
________,A ONLY,N20.Sapajus_sp._10_FD-2018,2093836,,,,,,,species
________,A ONLY,N20.Sapajus_sp._22_FD-2018,2093837,,,,,,,species
________,A ONLY,N20.Sapajus_sp._M5_FD-2018,2093838,,,,,,,species
________,A ONLY,N20.Sapajus_sp._M12_FD-2018,2093839,,,,,,,species
________,A ONLY,N20.Sapajus_sp._M39_FD-2018,2093840,,,,,,,species
______,B ONLY,,,,8227596,G.Sapajus_robustus,,,,species
______,B ONLY (increased resolution),N20.Sapajus_apella_apella,174598,>,7477334,G.Sapajus_apella,,,cross-mrca <,species
________,B ONLY,,,,10415074,G.BOLD:AAE9375,,,,unranked
________,B ONLY,,,,8791829,G.Sapajus_apella_margaritae,,,,subspecies
____,A ONLY (loss of resolution),N20.Cebinae,38070,<,9621,G.Cebidae,,,G.Cercopithecus#3239575 is not in the A taxon,family
____,SHARED (moved from 9528),N20.Cercopithecus,9533,=,3239575,G.Cercopithecus#3239575,,taxonomicStatus; number_of_children,canonicalName,genus
______,A ONLY,N20.Cercopithecus_cephus,9535,,,,,,,species
________,SHARED,N20.Cercopithecus_cephus_ngottoensis,167131,=,5707362,G.Cercopithecus_cephus_ngottoensis,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_cephus_cephodes,192859,=,5707372,G.Cercopithecus_cephus_cephodes,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_cephus_cephus,192860,=,7262050,G.Cercopithecus_cephus_cephus,tip,,canonicalName,subspecies
______,A ONLY,N20.Cercopithecus_ascanius,36223,,,,,,,species
________,SHARED,N20.Cercopithecus_ascanius_ascanius,192855,=,7262042,G.Cercopithecus_ascanius_ascanius,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_ascanius_katangae,192856,=,5707368,G.Cercopithecus_ascanius_katangae,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_ascanius_schmidti,192857,=,5707359,G.Cercopithecus_ascanius_schmidti,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_ascanius_whitesidei,192858,=,5707348,G.Cercopithecus_ascanius_whitesidei,tip,,canonicalName,subspecies
______,A ONLY,N20.Cercopithecus_mitis,36225,,,,,,,species
________,SHARED,N20.Cercopithecus_mitis_boutourlinii,1137473,=,5707363,G.Cercopithecus_mitis_boutourlinii,tip,scientificName,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_mitis_heymansi,1137480,=,5707395,G.Cercopithecus_mitis_heymansi,tip,,scientificName,subspecies
________,SHARED,N20.Cercopithecus_mitis_mitis,1137482,=,7262045,G.Cercopithecus_mitis_mitis,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_mitis_opisthostictus,1137490,=,5707389,G.Cercopithecus_mitis_opisthostictus,tip,,scientificName,subspecies
________,SHARED,N20.Cercopithecus_mitis_stuhlmanni,1137491,=,5707381,G.Cercopithecus_mitis_stuhlmanni,tip,,scientificName,subspecies
______,A ONLY,N20.Cercopithecus_nictitans,36228,,,,,,,species
________,SHARED,N20.Cercopithecus_nictitans_martini,1137494,=,5707391,G.Cercopithecus_nictitans_martini,tip,,scientificName,subspecies
________,SHARED,N20.Cercopithecus_nictitans_nictitans,1137495,=,7262053,G.Cercopithecus_nictitans_nictitans,tip,,canonicalName,subspecies
______,A ONLY,N20.Cercopithecus_petaurista,100487,,,,,,,species
________,SHARED,N20.Cercopithecus_petaurista_petaurista,192862,=,7262051,G.Cercopithecus_petaurista_petaurista,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_petaurista_buettikoferi,192893,=,5707370,G.Cercopithecus_petaurista_buettikoferi,tip,scientificName,canonicalName,subspecies
______,A ONLY,N20.Cercopithecus_pogonias,102108,,,,,,,species
________,SHARED,N20.Cercopithecus_pogonias_grayi,192863,=,5707392,G.Cercopithecus_pogonias_grayi,tip,scientificName,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_pogonias_nigripes,1137506,=,5707386,G.Cercopithecus_pogonias_nigripes,tip,,scientificName,subspecies
________,SHARED,N20.Cercopithecus_pogonias_pogonias,1137507,=,5707350,G.Cercopithecus_pogonias_pogonias,tip,,canonicalName,subspecies
________,A ONLY,N20.Cercopithecus_pogonias_schwarzianus,1137509,,,,,,,subspecies
______,A ONLY,N20.Cercopithecus_erythrogaster,161496,,,,,,,species
________,SHARED,N20.Cercopithecus_erythrogaster_erythrogaster,304409,=,7262047,G.Cercopithecus_erythrogaster_erythrogaster,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_erythrogaster_pococki,1137433,=,5707357,G.Cercopithecus_erythrogaster_pococki,tip,scientificName,canonicalName,subspecies
______,A ONLY,N20.Cercopithecus_erythrotis,167130,,,,,,,species
________,SHARED,N20.Cercopithecus_erythrotis_erythrotis,1137434,=,7262052,G.Cercopithecus_erythrotis_erythrotis,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_erythrotis_camerunensis,1137435,=,5707383,G.Cercopithecus_erythrotis_camerunensis,tip,,scientificName,subspecies
______,A ONLY,N20.Cercopithecus_wolfi,263448,,,,,,,species
________,SHARED,N20.Cercopithecus_wolfi_wolfi,867374,=,7262048,G.Cercopithecus_wolfi_wolfi,tip,,canonicalName,subspecies
________,SHARED,N20.Cercopithecus_wolfi_elegans,1137505,=,5707358,G.Cercopithecus_wolfi_elegans,tip,,scientificName,subspecies
________,SHARED,N20.Cercopithecus_wolfi_pyrogaster,1137508,=,9173169,G.Cercopithecus_wolfi_pyrogaster,tip,scientificName,canonicalName,subspecies
______,A ONLY,N20.Cercopithecus_campbelli,303588,,,,,,,species
________,SHARED,N20.Cercopithecus_campbelli_lowei,304410,=,5786292,G.Cercopithecus_campbelli_lowei,tip,,canonicalName,subspecies
______,A ONLY,N20.unclassified_Cercopithecus,2618071,,,,,,,
________,A ONLY,N20.Cercopithecus_sp._WMS-2012,1144881,,,,,,,species
____,B ONLY,,,,10566592,G.BOLD:ADK6169,,,,unranked
____,B ONLY,,,,8467830,G.Acrecebus,,,,genus
______,B ONLY,,,,8605662,G.Acrecebus_fraileyi,,,,species
____,B ONLY,,,,9330818,G.?_sciurea,,,,unranked
____,B ONLY,,,,8731040,G.Eroides_frontatus,,,,species
____,B ONLY,,,,4974673,G.Killikaike,,,,genus
____,B ONLY,,,,4827400,G.Sakinus,,,,genus
____,B ONLY,,,,4827405,G.Szalatavus,,,,genus
____,B ONLY,,,,4827399,G.Carlocebus,,,,genus
______,B ONLY,,,,8504313,G.Carlocebus_intermedius,,,,species
______,B ONLY,,,,8566177,G.Carlocebus_carmenensis,,,,species
____,B ONLY,,,,8508494,G.Dolichocebus#8508494,,,,genus
______,B ONLY,,,,4974676,G.Dolichocebus_gaimanensis#4974676,,,,species
______,B ONLY,,,,8964052,G.Dolichocebus_gaimanensis#8964052,,,,species
____,B ONLY,,,,4827367,G.Saimiris,,,,genus
____,B ONLY,,,,8592099,G.Panamacebus,,,,genus
______,B ONLY,,,,8480019,G.Panamacebus_transitus,,,,species
____,B ONLY,,,,9119866,G.Cartelles,,,,genus
______,B ONLY,,,,8734181,G.Cartelles_coimbrafilhoi,,,,species
__,B ONLY,N20.Galagidae,40297,!,3239554,G.Galagidae,,,cross-mrca !,family
____,B ONLY,,,,2436515,G.Galagoides,,,,genus
______,B ONLY,,,,9429229,G.Galagoides_kumbirensis,,,,species
______,B ONLY,,,,9004030,G.Galagoides_demidoffi,,,,species
________,B ONLY,,,,9121688,G.Galagoides_demidoffi_demidoffi,,,,subspecies
________,B ONLY,,,,9043057,G.Galagoides_demidoffi_phasma,,,,subspecies
______,B ONLY,,,,9167498,G.Galagoides_udzungwensis,,,,species
______,B ONLY,,,,2436517,G.Galagoides_demidoff,,,,species
________,B ONLY,,,,8904642,G.Galagoides_demidoff_demidoff,,,,subspecies
________,B ONLY,,,,9211601,G.Galagoides_demidoff_phasma,,,,subspecies
________,B ONLY,,,,8790844,G.Galagoides_demidoff_poensis,,,,subspecies
________,B ONLY,,,,8776187,G.Galagoides_demidoff_thomasi,,,,subspecies
________,B ONLY,,,,10213670,G.BOLD:ACS6206,,,,unranked
________,B ONLY,,,,9087267,G.Galagoides_demidoff_medius,,,,subspecies
________,B ONLY,,,,8935526,G.Galagoides_demidoff_anomurus,,,,subspecies
____,B ONLY,,,,2436512,G.Euoticus,,,,genus
______,B ONLY,,,,2436513,G.Euoticus_pallidus,,,,species
________,B ONLY,,,,4267279,G.Euoticus_pallidus_talboti,,,,subspecies
________,B ONLY,,,,4267278,G.Euoticus_pallidus_pallidus,,,,subspecies
____,B ONLY,,,,2436509,G.Otolemur,,,,genus
______,B ONLY,,,,8978926,G.Otolemur_crassicaudatus,,,,species
________,B ONLY,,,,4267301,G.Otolemur_crassicaudatus_kirkii,,,,subspecies
________,B ONLY,,,,9068813,G.Otolemur_crassicaudatus_argentatus,,,,subspecies
________,B ONLY,,,,10074118,G.BOLD:AAF2048,,,,unranked
________,B ONLY,,,,4267297,G.Otolemur_crassicaudatus_crassicaudatus,,,,subspecies
______,B ONLY,,,,2436511,G.Otolemur_garnettii,,,,species
________,B ONLY,,,,4267295,G.Otolemur_garnettii_panganiensis,,,,subspecies
________,B ONLY,,,,4267300,G.Otolemur_garnettii_lasiotis,,,,subspecies
________,B ONLY,,,,4267299,G.Otolemur_garnettii_kikuyuensis,,,,subspecies
____,B ONLY,,,,2436518,G.Galago,,,,genus
______,B ONLY,,,,10610125,G.BOLD:AAF5272,,,,unranked
______,B ONLY,,,,8872112,G.Galago_minor,,,,species
______,B ONLY,,,,9260965,G.Galago_cuvier,,,,species
______,B ONLY,,,,4974642,G.Galago_farafraensis,,,,species
______,B ONLY,,,,9158817,G.Galago_demidoffi,,,,species
________,B ONLY,,,,8735773,G.Galago_demidoffi_demidoffi,,,,subspecies
________,B ONLY,,,,8893304,G.Galago_demidoffi_poensis,,,,subspecies
______,B ONLY,,,,9198359,G.Galago_senegalensis,,,,species
________,B ONLY,,,,4267282,G.Galago_senegalensis_dunni,,,,subspecies
________,B ONLY,,,,5786508,G.Galago_senegalensis_albipes,,,,subspecies
________,B ONLY,,,,8768612,G.Galago_senegalensis_gallarum,,,,subspecies
________,B ONLY,,,,4267287,G.Galago_senegalensis_sotikae,,,,subspecies
______,B ONLY,,,,7616079,G.Galago_crassicaudatus,,,,species
______,B ONLY,,,,9199351,G.Galago_braccatus,,,,species
______,B ONLY,,,,8796597,G.Galago_dunni,,,,species
____,B ONLY,,,,4827710,G.Sciurocheirus,,,,genus
______,B ONLY,,,,8084387,G.Sciurocheirus_makandensis,,,,species
____,B ONLY,N20.Galagidae,40297,!,9553756,G.Paragalago,,,cross-mrca !,genus
______,B ONLY,,,,9246350,G.Paragalago_zanzibaricus,,,,species
______,B ONLY,,,,9263123,G.Paragalago_orinus,,,,species
__,B ONLY,,,,3239591,G.Notharctidae,,,,family
____,B ONLY,,,,9572943,G.?_affinis,,,,unranked
____,B ONLY,,,,9277759,G.?_frugivorus,,,,unranked
____,B ONLY,,,,10396783,G.?_tyrannus,,,,unranked
____,B ONLY,,,,10042412,G.?_robustior,,,,unranked
____,B ONLY,,,,9348879,G.?_nunienum,,,,unranked
____,B ONLY,,,,10001773,G.?_angulatus,,,,unranked
____,B ONLY,,,,10589326,G.?_tutum,,,,unranked
____,B ONLY,,,,9851305,G.?_ralstoni,,,,unranked
____,B ONLY,,,,9491981,G.?_dunaifi,,,,unranked
____,B ONLY,,,,10094672,G.?_trigonodus,,,,unranked
____,B ONLY,,,,10642162,G.?_anceps,,,,unranked
____,B ONLY,,,,4827737,G.Hesperolemur,,,,genus
____,B ONLY,,,,10245617,G.?_abditus,,,,unranked
____,B ONLY,,,,10584169,G.?_praetutus,,,,unranked
____,B ONLY,,,,9949398,G.?_gracilis#9949398,,,,unranked
____,B ONLY,,,,9301786,G.?_mckennai#9301786,,,,unranked
____,B ONLY,,,,10338905,G.?_crassus,,,,unranked
____,B ONLY,,,,9944256,G.?_jarrovii,,,,unranked
____,B ONLY,,,,9587416,G.?_klatti,,,,unranked
____,B ONLY,,,,9466619,G.?_actius,,,,unranked
____,B ONLY,,,,4827731,G.Darwinius,,,,genus
______,B ONLY,,,,4974569,G.Darwinius_masillae,,,,species
____,B ONLY,,,,4974652,G.Marcgodinotius,,,,genus
______,B ONLY,,,,4974653,G.Marcgodinotius_indicus,,,,species
____,B ONLY,,,,4827733,G.Neocantius,,,,genus
____,B ONLY,,,,4827730,G.Cantius,,,,genus
______,B ONLY,,,,9411446,G.Hesperolemur_actius,,,,species
______,B ONLY,,,,4827739,G.Pelycodus_trigonodus,,,,species
______,B ONLY,,,,8460828,G.Cantius_venticolus,,,,species
______,B ONLY,,,,9623492,G.Protoadapis_eppsi,,,,species
______,B ONLY,,,,9241091,G.Cantius_savagei,,,,species
______,B ONLY,,,,4974626,G.Cantius_simonsi,,,,species
______,B ONLY,,,,4974623,G.Cantius_torresi,,,,species
______,B ONLY,,,,9328110,G.Pelycodus_frugivorus,,,,species
______,B ONLY,,,,9519436,G.Pelycodus_mckennai,,,,species
______,B ONLY,,,,9366769,G.Pelycodus_nunienum,,,,species
______,B ONLY,,,,9594488,G.Pelycodus_ralstoni,,,,species
______,B ONLY,,,,9548084,G.Pelycodus_abditus,,,,species
______,B ONLY,,,,9167291,G.Pelycodus_angulatus,,,,species
____,B ONLY,,,,3239592,G.Barnesia,,,,genus
____,B ONLY,,,,3239593,G.Buxella,,,,genus
______,B ONLY,,,,5936367,G.Buxella_magna,,,,species
______,B ONLY,,,,5936366,G.Buxella_prisca,,,,species
____,B ONLY,,,,4827734,G.Smilodectes,,,,genus
______,B ONLY,,,,4974590,G.Smilodectes_sororis,,,,species
______,B ONLY,,,,8735739,G.Hyopsodus_gracilis,,,,species
______,B ONLY,,,,4974588,G.Smilodectes_mcgrewi,,,,species
____,B ONLY,,,,4827736,G.Notharctus,,,,genus
______,B ONLY,,,,4974587,G.Notharctus_robustior,,,,species
______,B ONLY,,,,4974586,G.Notharctus_tenebrosus,,,,species
______,B ONLY,,,,4974584,G.Notharctus_venticolus,,,,species
______,B ONLY,,,,4974585,G.Notharctus_robinsoni,,,,species
____,B ONLY,,,,4974654,G.Asiadapis,,,,genus
______,B ONLY,,,,4974655,G.Asiadapis_cambayensis,,,,species
____,B ONLY,,,,4827738,G.Pelycodus,,,,genus
______,B ONLY,,,,8621577,G.Pelycodus_savagei,,,,species
______,B ONLY,,,,4974592,G.Pelycodus_danielsae,,,,species
______,B ONLY,,,,8528272,G.Pelycodus_eppsi,,,,species
______,B ONLY,,,,9286680,G.Prototomus_jarrovii,,,,species
____,B ONLY,,,,3239594,G.Europolemur,,,,genus
______,B ONLY,,,,4974578,G.Europolemur_kelleri,,,,species
______,B ONLY,,,,4974579,G.Europolemur_koenigswaldi,,,,species
______,B ONLY,,,,4974577,G.Europolemur_klatti,,,,species
____,B ONLY,,,,4827732,G.Copelemur,,,,genus
______,B ONLY,,,,9548792,G.Tomitherium_tutum,,,,species
______,B ONLY,,,,4974593,G.Copelemur_australotutus,,,,species
______,B ONLY,,,,8851773,G.Pelycodus_praetutus,,,,species
__,B ONLY,,,,3239565,G.Palaeopropithecidae,,,,family
____,B ONLY,,,,3239566,G.Palaeopropithecus,,,,genus
____,B ONLY,,,,4827334,G.Babakotia,,,,genus
____,B ONLY,,,,4827335,G.Archaeoindris,,,,genus
__,B ONLY,,,,4827098,G.Callimiconidae,,,,family
__,B ONLY,,,,4827461,G.Carpolestidae,,,,family
____,B ONLY,,,,4827086,G.Chronolestes,,,,genus
______,B ONLY,,,,4974511,G.Chronolestes_simul,,,,species
____,B ONLY,,,,10638259,G.?_dubius#10638259,,,,unranked
____,B ONLY,,,,9607440,G.?_cygneus,,,,unranked
____,B ONLY,,,,4827467,G.Litotherium,,,,genus
____,B ONLY,,,,9847491,G.?_hobackensis,,,,unranked
____,B ONLY,,,,10241713,G.?_nigridens,,,,unranked
____,B ONLY,,,,10441694,G.?_jepseni#10441694,,,,unranked
____,B ONLY,,,,4827468,G.Carpomegodon,,,,genus
____,B ONLY,,,,4827469,G.Carpolestes,,,,genus
______,B ONLY,,,,4974531,G.Carpolestes_dubius,,,,species
______,B ONLY,,,,4974530,G.Carpolestes_nigridens,,,,species
______,B ONLY,,,,4974529,G.Carpolestes_simpsoni,,,,species
____,B ONLY,,,,4827465,G.Carpodaptes,,,,genus
______,B ONLY,,,,8799646,G.Carpodaptes_hobackensis,,,,species
______,B ONLY,,,,4974521,G.Carpodaptes_hazelae,,,,species
______,B ONLY,,,,4974523,G.Carpodaptes_aulacodon,,,,species
______,B ONLY,,,,4940877,G.Carpodaptes_rosei,,,,species
______,B ONLY,,,,8837283,G.Carpodaptes_jepseni,,,,species
______,B ONLY,,,,9272353,G.Carpolestes_cygneus,,,,species
______,B ONLY,,,,4974522,G.Carpodaptes_stonleyi,,,,species
____,B ONLY,,,,4827463,G.Parvocristes,,,,genus
______,B ONLY,,,,4974537,G.Parvocristes_oligocollis,,,,species
____,B ONLY,,,,4827462,G.Elphidotarsius,,,,genus
______,B ONLY,,,,4974533,G.Elphidotarsius_russelli,,,,species
______,B ONLY,,,,4974536,G.Elphidotarsius_shotgunensis,,,,species
